"stage1/step","Group: Ours_trunc_Complicate_cauchy - stage1/mcc_spearman","Group: Ours_trunc_Complicate_cauchy - stage1/mcc_spearman__MIN","Group: Ours_trunc_Complicate_cauchy - stage1/mcc_spearman__MAX","Group: Ours_trunc_Complicate_cauchy - _step","Group: Ours_trunc_Complicate_cauchy - _step__MIN","Group: Ours_trunc_Complicate_cauchy - _step__MAX","Group: Ours_trunc_Simple_cauchy - stage1/mcc_spearman","Group: Ours_trunc_Simple_cauchy - stage1/mcc_spearman__MIN","Group: Ours_trunc_Simple_cauchy - stage1/mcc_spearman__MAX","Group: Ours_trunc_Simple_cauchy - _step","Group: Ours_trunc_Simple_cauchy - _step__MIN","Group: Ours_trunc_Simple_cauchy - _step__MAX","Group: Ours_Complicate_gauss - stage1/mcc_spearman","Group: Ours_Complicate_gauss - stage1/mcc_spearman__MIN","Group: Ours_Complicate_gauss - stage1/mcc_spearman__MAX","Group: Ours_Complicate_gauss - _step","Group: Ours_Complicate_gauss - _step__MIN","Group: Ours_Complicate_gauss - _step__MAX","Group: Ours_Simple_cauchy - stage1/mcc_spearman","Group: Ours_Simple_cauchy - stage1/mcc_spearman__MIN","Group: Ours_Simple_cauchy - stage1/mcc_spearman__MAX","Group: Ours_Simple_cauchy - _step","Group: Ours_Simple_cauchy - _step__MIN","Group: Ours_Simple_cauchy - _step__MAX","Group: Ours_Complicate_gumbel - stage1/mcc_spearman","Group: Ours_Complicate_gumbel - stage1/mcc_spearman__MIN","Group: Ours_Complicate_gumbel - stage1/mcc_spearman__MAX","Group: Ours_Complicate_gumbel - _step","Group: Ours_Complicate_gumbel - _step__MIN","Group: Ours_Complicate_gumbel - _step__MAX","Group: Ours_Complicate_cauchy - stage1/mcc_spearman","Group: Ours_Complicate_cauchy - stage1/mcc_spearman__MIN","Group: Ours_Complicate_cauchy - stage1/mcc_spearman__MAX","Group: Ours_Complicate_cauchy - _step","Group: Ours_Complicate_cauchy - _step__MIN","Group: Ours_Complicate_cauchy - _step__MAX","Group: Ours_Simple_gauss - stage1/mcc_spearman","Group: Ours_Simple_gauss - stage1/mcc_spearman__MIN","Group: Ours_Simple_gauss - stage1/mcc_spearman__MAX","Group: Ours_Simple_gauss - _step","Group: Ours_Simple_gauss - _step__MIN","Group: Ours_Simple_gauss - _step__MAX","Group: Ours_Simple_gumbel - stage1/mcc_spearman","Group: Ours_Simple_gumbel - stage1/mcc_spearman__MIN","Group: Ours_Simple_gumbel - stage1/mcc_spearman__MAX","Group: Ours_Simple_gumbel - _step","Group: Ours_Simple_gumbel - _step__MIN","Group: Ours_Simple_gumbel - _step__MAX"
"1","0.3035838214825159","0.26641515535052973","0.3426973808551549","4","4","4","0.41467820683138995","0.29686256606254097","0.5817004158756766","4","4","4","0.37214704641029017","0.3478661904798234","0.40137250215347564","4","4","4","0.40994336468032433","0.28762471206096235","0.5653642016948908","4","4","4","0.37679193993073634","0.3275926317970203","0.4404844502964497","4","4","4","0.2612470838473958","0.2315957276028003","0.28373172818125947","4","4","4","0.4952722778854063","0.41002674098523745","0.6069415440404614","4","4","4","0.5612522316602342","0.5124377416810256","0.6447199289461616","4","4","4"
"251","0.389214852491835","0.36023245012079425","0.4274421248181183","505","505","505","0.6345808487652236","0.5839674469398033","0.6899563076353094","505","505","505","0.45928337289225063","0.404366658333454","0.49965033092697536","505","505","505","0.5923119947387336","0.5530668166422559","0.6240486712806438","505","505","505","0.4645873707515752","0.43421634118955604","0.499669101133654","505","505","505","0.34331552174393276","0.3080558442218072","0.3690633973454657","505","505","505","0.6654671374195059","0.6107188413162853","0.7662628142856304","505","505","505","0.6716215795708985","0.5925191794558465","0.7445076576694379","505","505","505"
"501","0.40696420210091705","0.37305938524889004","0.4376798982184547","1006","1006","1006","0.6634121875793879","0.6128126111688881","0.7053615220002903","1006","1006","1006","0.46112922086728847","0.400117403475681","0.49929910811176137","1006","1006","1006","0.6090554205177495","0.5337989638312282","0.668675850158464","1006","1006","1006","0.4728182766559727","0.45473218817348726","0.5094154947517039","1006","1006","1006","0.3550021334062587","0.32917523678941446","0.3741816414728025","1006","1006","1006","0.6667352786517575","0.6102463452379666","0.7695504854147655","1006","1006","1006","0.6708803793370649","0.5910266005127666","0.744920330313532","1006","1006","1006"
"751","0.41329346066450634","0.37198343916676924","0.4351720215823553","1507","1507","1507","0.6638524319854079","0.6152669550859801","0.7033195073791741","1507","1507","1507","0.46512249756659","0.4090656259427526","0.5049207335184679","1507","1507","1507","0.6157361286103772","0.5498072200027169","0.6767758724013735","1507","1507","1507","0.47478881361947367","0.45050005995517994","0.5069951536985151","1507","1507","1507","0.3645862000721548","0.3460787976514789","0.38094286847461656","1507","1507","1507","0.6654989364137494","0.6096059960810271","0.7696396749138602","1507","1507","1507","0.6700452610067601","0.5922630810315815","0.7462753208206888","1507","1507","1507"
"1001","0.4154593944184013","0.37159895638285007","0.4414383766964997","2008","2008","2008","0.6642999348615035","0.6147630953024444","0.7036654251449898","2008","2008","2008","0.4675104749311112","0.41327865710908657","0.506634043061876","2008","2008","2008","0.6239731454598632","0.5687224251549226","0.6735930284656919","2008","2008","2008","0.47745871175057475","0.46077594032390434","0.5096833747816052","2008","2008","2008","0.36851936152267784","0.3490272480763733","0.384357546861912","2008","2008","2008","0.6661966348538482","0.610262494075787","0.7699748961449032","2008","2008","2008","0.6715252773439586","0.5934087958738495","0.7483350813343023","2008","2008","2008"
"1251","0.41757261359595016","0.3757903259822425","0.442983276277082","2509","2509","2509","0.6645580668603179","0.614032320921349","0.7043821931462876","2509","2509","2509","0.4676032145119927","0.414355759890356","0.5105130571307112","2509","2509","2509","0.6284509311416138","0.583843565915382","0.6724865986245652","2509","2509","2509","0.47954585928450716","0.46626912318843783","0.5118178801547502","2509","2509","2509","0.371955614752452","0.3484223308006678","0.39353736662389577","2509","2509","2509","0.6663308790580864","0.610839877886371","0.7724122545017019","2509","2509","2509","0.6720011865159918","0.5965604944064632","0.7484659984448193","2509","2509","2509"
"1501","0.41879551251886304","0.38009559953252053","0.4424772579748694","3010","3010","3010","0.6641797874722359","0.6149850535874927","0.7039602971375464","3010","3010","3010","0.4698572985507662","0.42367977248417155","0.5105164857713371","3010","3010","3010","0.6322462699310167","0.5803151275468061","0.6866580999947768","3010","3010","3010","0.48128379841184776","0.4644986414489269","0.5155285214475218","3010","3010","3010","0.3729957357965975","0.35391501353447075","0.39683285314968764","3010","3010","3010","0.6666816491658641","0.6119926004873754","0.7728258057517744","3010","3010","3010","0.6731822365873678","0.6005764385628515","0.7525922940981201","3010","3010","3010"
"1751","0.4209275368389863","0.381637159789683","0.4426608888809989","3511","3511","3511","0.6642453255051289","0.6139209162372491","0.7055230289163","3511","3511","3511","0.4705212469983898","0.4236960013046125","0.512603966832738","3511","3511","3511","0.6335898098631298","0.5800530259447015","0.6853012927208838","3511","3511","3511","0.48022461503211505","0.4647085542990325","0.5121997517009665","3511","3511","3511","0.37491879583401","0.3578211778316295","0.3978032947617406","3511","3511","3511","0.6666897803984193","0.6131128494373125","0.7688484791117794","3511","3511","3511","0.6724181758205383","0.5999469979577855","0.7537119109575503","3511","3511","3511"
"2001","0.42119313443939105","0.38287158528541243","0.444431692371215","4012","4012","4012","0.6647066247798638","0.6148640726326904","0.7049239057742621","4012","4012","4012","0.47367949083239286","0.4309592887944584","0.5110813636924305","4012","4012","4012","0.6376617078173243","0.5808651591096977","0.687161096568508","4012","4012","4012","0.48278578516245074","0.46645009295099193","0.5147738508865072","4012","4012","4012","0.3761297890543333","0.35713049986426615","0.39574757670646177","4012","4012","4012","0.6653949202306658","0.6138107980479637","0.7698543649287553","4012","4012","4012","0.6717537287697766","0.6007094890619188","0.7563279275055685","4012","4012","4012"
"2251","0.4221381273526223","0.3843335162633897","0.4431666608965406","4513","4513","4513","0.6641028295678204","0.613906989661651","0.7036751087873038","4513","4513","4513","0.4748236084281022","0.43136013996614153","0.5170179534822643","4513","4513","4513","0.6370563254650368","0.5809599813972035","0.6874855688520123","4513","4513","4513","0.48481147807149966","0.47095516343583055","0.5189411680112677","4513","4513","4513","0.37729204275749845","0.36146040349181263","0.4003277042401622","4513","4513","4513","0.6662624299944495","0.6141386446028548","0.771422632748474","4513","4513","4513","0.6719491759426521","0.601461726903269","0.7525647726554755","4513","4513","4513"
"2501","0.4223501496913261","0.3815353829077014","0.44299879767310674","5014","5014","5014","0.6643046508694199","0.614951525110039","0.705721680934924","5014","5014","5014","0.4752554636043439","0.43397249159629475","0.5110037840291172","5014","5014","5014","0.6371167434473974","0.58107196430345","0.6867699899280199","5014","5014","5014","0.4839565744028381","0.47003656550012207","0.5167838707846237","5014","5014","5014","0.3789555844085232","0.364721486140169","0.39899374563584233","5014","5014","5014","0.6657760502905554","0.6155050137740284","0.771400418190376","5014","5014","5014","0.6730403072393673","0.6030746801418658","0.7551511034104913","5014","5014","5014"
"2751","0.4243462498189888","0.3913086236019796","0.44365559212763317","5515","5515","5515","0.6642545460378738","0.6146023524768622","0.7053634154349142","5515","5515","5515","0.47655294570405654","0.4346710223504481","0.5110197037391273","5515","5515","5515","0.6375777351314696","0.5824790251049534","0.6866793508627218","5515","5515","5515","0.48538627904644727","0.4698332187060972","0.51687579916719","5515","5515","5515","0.37965182854037194","0.36163438582322804","0.39763473091779317","5515","5515","5515","0.6654184183739424","0.6153039167607952","0.7708413477611562","5515","5515","5515","0.6721991502594462","0.6052545483905897","0.7558222366369938","5515","5515","5515"
"3001","0.42439161563316335","0.38540586095115864","0.4468972243564928","6016","6016","6016","0.6644355633921354","0.6147132778169562","0.7047403575671419","6016","6016","6016","0.47400707013580545","0.43646345947378673","0.5075678318308249","6016","6016","6016","0.6380818817172579","0.5835559354664239","0.689121701197152","6016","6016","6016","0.4863882068364863","0.4702947092689122","0.5200255553424443","6016","6016","6016","0.37983010492807173","0.3627297136839683","0.4061653822336221","6016","6016","6016","0.6659730658221147","0.6172180404699351","0.7716126134412189","6016","6016","6016","0.6734840527269595","0.6067655531856829","0.7569121912744466","6016","6016","6016"
"3251","0.4254444362734776","0.3894513439767896","0.44610884750032226","6517","6517","6517","0.6646458233694499","0.616183081026688","0.7037968259165955","6517","6517","6517","0.4767199683586778","0.4408304879138112","0.5128889202225919","6517","6517","6517","0.6379379739926903","0.5835001819010047","0.6877352222502262","6517","6517","6517","0.48685348201691586","0.47139975022540553","0.5234159655537967","6517","6517","6517","0.3811765581110603","0.36225191769947085","0.4003429421642054","6517","6517","6517","0.6662235693490284","0.615717320209734","0.772055336263299","6517","6517","6517","0.6727087906798703","0.6059878153421868","0.7528441618021655","6517","6517","6517"
"3501","0.42585785337953563","0.3924236443101696","0.4462844678687496","7018","7018","7018","0.6647433089389703","0.614884653039329","0.7045193415295015","7018","7018","7018","0.47916219766726353","0.43869790819683335","0.5191896909257976","7018","7018","7018","0.6381731054958113","0.5828510347399924","0.6891743322296165","7018","7018","7018","0.4881491213552797","0.4697224081845781","0.5217078567169976","7018","7018","7018","0.3800156868340505","0.3601372275002854","0.4030588636288555","7018","7018","7018","0.6665821591721883","0.6165937914811742","0.7717484502261688","7018","7018","7018","0.6721832453686345","0.6065700521533111","0.7556879785469386","7018","7018","7018"
"3751","0.42377558570335194","0.38708429135902367","0.44553631593546256","7519","7519","7519","0.6645560381260782","0.613901182424768","0.7047335179012574","7519","7519","7519","0.47919556515783024","0.44053545776736813","0.5140997057995954","7519","7519","7519","0.6383714893665335","0.5847604269370222","0.6885947363862811","7519","7519","7519","0.4885563362214911","0.4769368724085604","0.5200498154370605","7519","7519","7519","0.38360266547728133","0.36606832550415797","0.4097312367743945","7519","7519","7519","0.666278259371882","0.61631464917008","0.7718018699667594","7519","7519","7519","0.6729612051418659","0.6083969761254929","0.754601441195303","7519","7519","7519"
"4001","0.4250256351242571","0.38980339127688757","0.44769635374018524","8020","8020","8020","0.6645967115325313","0.6127750138638425","0.703877647689325","8020","8020","8020","0.47896424411269367","0.44410986381193984","0.5139190052736715","8020","8020","8020","0.6386639425802891","0.5843865229300613","0.6898199940342248","8020","8020","8020","0.48968694901959386","0.47375606905432105","0.5231097063341229","8020","8020","8020","0.3829830128383641","0.3591190907458241","0.4026123596140637","8020","8020","8020","0.6671815402003969","0.616834066283768","0.772809338302109","8020","8020","8020","0.6737597447043961","0.6109375696343347","0.7537161697501465","8020","8020","8020"
"4251","0.42720600325059044","0.39218492403772204","0.4482645203061225","8521","8521","8521","0.6646550371915912","0.6152690784344778","0.7041454072713398","8521","8521","8521","0.47894147913490814","0.4439217495557859","0.5133909708547333","8521","8521","8521","0.6384859436835391","0.5831282703872692","0.6894620092256059","8521","8521","8521","0.4896032687039004","0.47431485097746623","0.5244931264718068","8521","8521","8521","0.3834829700970887","0.36709126535794007","0.40290987269234363","8521","8521","8521","0.6660213946915525","0.6146491315968156","0.7725065376445356","8521","8521","8521","0.6748108962748447","0.6127214521597732","0.7575801480227445","8521","8521","8521"
"4501","0.427754997963245","0.39545260679656596","0.4478414845506767","9022","9022","9022","0.6646048435504732","0.6141154714110524","0.7049143456205454","9022","9022","9022","0.47986063250052047","0.4401327985610125","0.5167555058203742","9022","9022","9022","0.6386550823553154","0.5834991923513375","0.6901284597740777","9022","9022","9022","0.49004951280494524","0.4720296613765108","0.5215585761490786","9022","9022","9022","0.3849986984185591","0.3684471851053515","0.4033792996590721","9022","9022","9022","0.6655732630961814","0.6147344860489447","0.7725817784613489","9022","9022","9022","0.6739182165734536","0.6134701178021463","0.7569626225957905","9022","9022","9022"
"4751","0.42747464549132197","0.3899062641381689","0.4486249173817235","9523","9523","9523","0.6646373900176281","0.6157671388978977","0.7048561520860521","9523","9523","9523","0.4808278593325757","0.4445087911797795","0.5175418112625688","9523","9523","9523","0.6396685152062852","0.5837662035395367","0.6889488014420673","9523","9523","9523","0.4914537157519761","0.47182836667505557","0.5273585246191106","9523","9523","9523","0.38446669538845424","0.3643496570317191","0.4042431181014523","9523","9523","9523","0.6663139866551782","0.6160351854862345","0.7709651337949657","9523","9523","9523","0.674710158973202","0.6104731727812353","0.7567224256544131","9523","9523","9523"
"5001","0.4289307016157825","0.39987200677335333","0.44556212817151675","10024","10024","10024","0.66494844163991","0.6154421197585218","0.7050030316845225","10024","10024","10024","0.48138335709278773","0.44809165195895506","0.5155473783402672","10024","10024","10024","0.6391425583096481","0.5852454948107338","0.6902192844852407","10024","10024","10024","0.49086405625845525","0.4773750837216852","0.5206559321072491","10024","10024","10024","0.3849483883671806","0.36660016645735777","0.4028108001764742","10024","10024","10024","0.6670125683330462","0.616261384776131","0.7717050677647718","10024","10024","10024","0.673541294422594","0.6119477309122723","0.7545629131213089","10024","10024","10024"
"5251","0.4281732043079807","0.39733260970387735","0.4484956498551744","10525","10525","10525","0.6646634143629806","0.6144782593597413","0.70527407149087","10525","10525","10525","0.4830121805038326","0.4478953177933246","0.5182902377661637","10525","10525","10525","0.6392211756147788","0.5843826999722105","0.6899042781785202","10525","10525","10525","0.49135856546981926","0.47190606510875116","0.5217850294135309","10525","10525","10525","0.3852832806748362","0.3669643465241036","0.4025157376587544","10525","10525","10525","0.666060026310417","0.6150822127736658","0.7719248568767693","10525","10525","10525","0.6750924056115217","0.6162487211612081","0.7565049455402156","10525","10525","10525"
"5501","0.4284493142626661","0.39554299485576905","0.4506387191801341","11026","11026","11026","0.6648478215556198","0.6151370612147739","0.7052115738596804","11026","11026","11026","0.4828232920435077","0.4503250238848685","0.5221854938844659","11026","11026","11026","0.6392049384236416","0.5846084617226263","0.6904375856191743","11026","11026","11026","0.49125401222208753","0.47749816026589825","0.5192410466711623","11026","11026","11026","0.3872604357544073","0.36738212465176245","0.41418344755960745","11026","11026","11026","0.6658880561143128","0.6150603410025813","0.7741981405228359","11026","11026","11026","0.6752892174329652","0.6165784712616695","0.7588745153009494","11026","11026","11026"
"5751","0.4295119737303604","0.40295375321776233","0.4510042274446705","11527","11527","11527","0.6652134288170933","0.61573680895511","0.7049061077728144","11527","11527","11527","0.4843667736563111","0.4529393573104608","0.5183614528589164","11527","11527","11527","0.639294451861091","0.5867983896900981","0.6902347794159178","11527","11527","11527","0.49121085478786186","0.46637393469904387","0.5203825987580192","11527","11527","11527","0.3871852906955701","0.3650167356556183","0.4082337487744037","11527","11527","11527","0.6659443629159966","0.6158538309282463","0.7719079753883907","11527","11527","11527","0.6760284547832924","0.6171329947150036","0.7590514831762013","11527","11527","11527"
"6001","0.42895402106245434","0.3935732499200113","0.449502625187714","12028","12028","12028","0.6645886184810258","0.6152978910303482","0.7048855418683327","12028","12028","12028","0.4833335350818442","0.45175460059348965","0.5181826035604389","12028","12028","12028","0.6392052595711948","0.5862471289957658","0.6898632104241922","12028","12028","12028","0.49174339380131976","0.47289263589472863","0.5280035456971564","12028","12028","12028","0.387778594548686","0.3694892665663788","0.40703950575722986","12028","12028","12028","0.6660702982046571","0.6153539095089472","0.7718550475662064","12028","12028","12028","0.6758952072337006","0.6179568724819254","0.7580528620964387","12028","12028","12028"
"6251","0.42953546301331225","0.3961418406518576","0.4491195483363124","12529","12529","12529","0.6653780689755853","0.6143943315895198","0.705699777646417","12529","12529","12529","0.4819040326806892","0.4407327602736938","0.5149866904432596","12529","12529","12529","0.6396395704776727","0.5851465870065912","0.6897725846858348","12529","12529","12529","0.49284163693549293","0.4766078062501166","0.5270166362208525","12529","12529","12529","0.38732077298598205","0.3679804019477622","0.40608909996830206","12529","12529","12529","0.6662067362323236","0.6157921403339407","0.7710825535486086","12529","12529","12529","0.6761099960166123","0.6147494635789313","0.7575288450141544","12529","12529","12529"
"6501","0.43069359727799944","0.3973557378917131","0.44919394394717205","13030","13030","13030","0.6649529308711051","0.6139988053455565","0.7046336878211984","13030","13030","13030","0.48337267292706887","0.4519683999535486","0.5152791280779208","13030","13030","13030","0.6390633560807429","0.5863588574834305","0.6883765598873132","13030","13030","13030","0.49205296916751184","0.47130231728657224","0.5300915831335713","13030","13030","13030","0.38917836870031114","0.37078581122163745","0.41166410240745366","13030","13030","13030","0.6658246069075878","0.6148978328716939","0.7743704530261661","13030","13030","13030","0.6758779960395277","0.6205727579733277","0.7571073998484578","13030","13030","13030"
"6751","0.43042564712757764","0.40082277793589993","0.4518820263290656","13531","13531","13531","0.6655676339593781","0.6163183254334643","0.70605182421507","13531","13531","13531","0.4847141389750999","0.45021334318957634","0.518214734558059","13531","13531","13531","0.6396532081725096","0.585819738647714","0.6897018583510897","13531","13531","13531","0.49248991483720317","0.4751355184164371","0.5268285689074592","13531","13531","13531","0.38978558121928125","0.3716018242514797","0.40849199173520045","13531","13531","13531","0.6667537311398749","0.6155845783304432","0.7719457189259412","13531","13531","13531","0.6771324658593676","0.6209445909060851","0.7592735386251132","13531","13531","13531"
"7001","0.43086320197083827","0.40170052066955764","0.45227030578784105","14032","14032","14032","0.6654095530869046","0.6147059760371204","0.7052204119903399","14032","14032","14032","0.48452506612850393","0.45263243907863543","0.5183542236200099","14032","14032","14032","0.6397049016425227","0.5868251033229671","0.6891908814761188","14032","14032","14032","0.4921529045088384","0.467025499477587","0.5243410625668302","14032","14032","14032","0.3883179589678767","0.3668351443808643","0.4102645191102366","14032","14032","14032","0.665693016890427","0.6148512216619801","0.7738426109139086","14032","14032","14032","0.6766210765895132","0.6202230347594029","0.7562964645387172","14032","14032","14032"
"7251","0.4316916387558477","0.4010310039897278","0.4494210751528459","14533","14533","14533","0.665851133432749","0.6147235579365953","0.7053649951840275","14533","14533","14533","0.48247868623603835","0.4499174167624438","0.5180895010407073","14533","14533","14533","0.6404784802849802","0.5872873490463437","0.6915922868940133","14533","14533","14533","0.49307773459258486","0.4758144322519092","0.5260209701743666","14533","14533","14533","0.39052203928893736","0.3715843192315789","0.4106620118904445","14533","14533","14533","0.6662803789974495","0.6155724831833473","0.7717920310043432","14533","14533","14533","0.6765390526481221","0.6209280113527688","0.7574981548702345","14533","14533","14533"
"7501","0.4309413757079225","0.3987468803244101","0.4480600066859436","15034","15034","15034","0.6654605616402638","0.6152559036255695","0.7060549064066585","15034","15034","15034","0.4837471387185242","0.4435268323074353","0.5156982612098154","15034","15034","15034","0.6398405035025632","0.5880782698639562","0.6917899777956169","15034","15034","15034","0.49298975884740254","0.46518613237226597","0.5257889215597018","15034","15034","15034","0.3893055825348447","0.3748193554654219","0.4089579666464453","15034","15034","15034","0.6663046103279776","0.614754104984898","0.7725932848884032","15034","15034","15034","0.6774611506906045","0.6223964398944005","0.7596255831937224","15034","15034","15034"
"7751","0.43154693437228187","0.3967983432834596","0.45010308809919997","15535","15535","15535","0.6654983414048996","0.6141323371243819","0.7046407482815454","15535","15535","15535","0.4851422853585416","0.44878457414433204","0.5203557429756336","15535","15535","15535","0.6398053055366454","0.5881656667452185","0.6918528674123213","15535","15535","15535","0.4952280457159972","0.46974137625383117","0.5307994967618249","15535","15535","15535","0.3883299377942996","0.37385532307529995","0.40999221588597673","15535","15535","15535","0.6654359061142304","0.6145612824920467","0.7707813627680524","15535","15535","15535","0.6761518704996055","0.619932770135571","0.7556421596966496","15535","15535","15535"
"8001","0.43202145602420144","0.40066946432933104","0.4512392455707711","16036","16036","16036","0.6655570754795959","0.6156543689898103","0.7048871699283229","16036","16036","16036","0.48360774141755486","0.45200165824903016","0.5152892351684013","16036","16036","16036","0.6399218259912669","0.5883399969620389","0.6915139690007557","16036","16036","16036","0.49339572025350575","0.47053511272738524","0.5309879857307089","16036","16036","16036","0.3891282619872377","0.37659776380593596","0.413773101309398","16036","16036","16036","0.6664112011897962","0.6150762802495641","0.7729326900018186","16036","16036","16036","0.6771216928007653","0.6233378365871344","0.7592640679946031","16036","16036","16036"
"8251","0.4310048659744313","0.4025133164969502","0.4496036802222344","16537","16537","16537","0.6662400790471456","0.6173369482625143","0.7065855553205362","16537","16537","16537","0.48501669137866743","0.44689739714071386","0.5221423746137321","16537","16537","16537","0.6401218137679459","0.5878406031711759","0.6906493265237726","16537","16537","16537","0.49460061247508913","0.4745476424206617","0.5291480921645818","16537","16537","16537","0.3906655807327643","0.37445693827229876","0.4116344777872637","16537","16537","16537","0.6655788238745165","0.6142538541188687","0.7739664046269321","16537","16537","16537","0.6780017405003104","0.622154196121411","0.7594366913557273","16537","16537","16537"
"8501","0.43309802508209183","0.40625290935412445","0.452885165460364","17038","17038","17038","0.6651374048696752","0.6142480121187669","0.704647964384513","17038","17038","17038","0.4856058539463281","0.4504779688162275","0.5206665923257568","17038","17038","17038","0.6399955293623683","0.5881616746711208","0.6904766010365929","17038","17038","17038","0.4935271966940034","0.4699347031180238","0.5281703081119431","17038","17038","17038","0.39088789728009676","0.3713986867543621","0.4106360028246834","17038","17038","17038","0.6656852454361362","0.6153718898211938","0.7737555406080875","17038","17038","17038","0.6779893991947329","0.6221351611337543","0.7581205992299015","17038","17038","17038"
"8751","0.43162513749730086","0.39848586474926306","0.44999251016422726","17539","17539","17539","0.6661754590026477","0.6156207566457739","0.7060653045773283","17539","17539","17539","0.4854860809661378","0.4551083568224638","0.5199268831113523","17539","17539","17539","0.6407445741094693","0.5884381939852287","0.691078596386108","17539","17539","17539","0.49497323940123633","0.4745519700551918","0.5276203121026708","17539","17539","17539","0.3895935556613593","0.3742163730542229","0.4090012906886768","17539","17539","17539","0.6672581103643094","0.6159195246132286","0.7762908410570875","17539","17539","17539","0.6778544883319855","0.624105931627187","0.7564727707066976","17539","17539","17539"
"9001","0.4327273959887779","0.40147011494577106","0.4554389126892479","18040","18040","18040","0.6660900846118546","0.6159706675320579","0.7059215729579837","18040","18040","18040","0.4842444236069027","0.44964880347241465","0.5189433907571391","18040","18040","18040","0.640371665605984","0.5876536095021697","0.6924345873603159","18040","18040","18040","0.49442516894573274","0.47204053101342003","0.5305662872579971","18040","18040","18040","0.39031161823338983","0.3719329810718247","0.412382749161167","18040","18040","18040","0.6657493872938026","0.6139357585992017","0.7747158210348234","18040","18040","18040","0.6788179342282927","0.6245991939391037","0.7578138226305907","18040","18040","18040"
"9251","0.43312195036840057","0.4033065003008033","0.45410972958189594","18541","18541","18541","0.6658358734549755","0.6143365685702008","0.7051513117079669","18541","18541","18541","0.48496627042263196","0.45089435750043194","0.5222268357555689","18541","18541","18541","0.6403860328930897","0.588138143508906","0.6932353529342187","18541","18541","18541","0.49479006238151324","0.4692842517902919","0.5297828368399737","18541","18541","18541","0.3909468624700174","0.37342208638806296","0.4135186457161704","18541","18541","18541","0.666319252576226","0.6149988560937055","0.7739704354848826","18541","18541","18541","0.6780550967443197","0.6242471207845243","0.7603789453508041","18541","18541","18541"
"9501","0.4333205682036107","0.4059854570714821","0.4523074065006461","19042","19042","19042","0.6660447885455404","0.6168792979197918","0.7059722728689003","19042","19042","19042","0.4867155343428139","0.45060910038425633","0.5208963523124617","19042","19042","19042","0.640168638130099","0.5881782711740717","0.6913323180483579","19042","19042","19042","0.4964514503014133","0.4759525667462869","0.5336379391679774","19042","19042","19042","0.3924426050665006","0.3740176449295897","0.41271831219435856","19042","19042","19042","0.6659447241831319","0.6145111884064763","0.7748498669184748","19042","19042","19042","0.6777592895277029","0.6268703757903394","0.7589610930113023","19042","19042","19042"
"9751","0.4327244941611844","0.4016119401754311","0.4567232462075749","19543","19543","19543","0.6659538005580584","0.6160939477206115","0.7060263973593738","19543","19543","19543","0.485482351218861","0.4550894671022451","0.5219419507185696","19543","19543","19543","0.6402505129512079","0.5885879743604171","0.6917981162108783","19543","19543","19543","0.49466347149320794","0.4706966862678687","0.5300060918332041","19543","19543","19543","0.392848955164636","0.37038242623453105","0.41391238662967195","19543","19543","19543","0.6661901699966621","0.6170240110585362","0.7711911825494083","19543","19543","19543","0.6784347175934237","0.6285797817285542","0.7589633801748076","19543","19543","19543"