"stage1/step","Group: VaDE_Complicate_gauss - stage1/mcc_spearman","Group: VaDE_Complicate_gauss - stage1/mcc_spearman__MIN","Group: VaDE_Complicate_gauss - stage1/mcc_spearman__MAX","Group: VaDE_Complicate_gauss - _step","Group: VaDE_Complicate_gauss - _step__MIN","Group: VaDE_Complicate_gauss - _step__MAX","Group: Danru_Complicate_gauss - stage1/mcc_spearman","Group: Danru_Complicate_gauss - stage1/mcc_spearman__MIN","Group: Danru_Complicate_gauss - stage1/mcc_spearman__MAX","Group: Danru_Complicate_gauss - _step","Group: Danru_Complicate_gauss - _step__MIN","Group: Danru_Complicate_gauss - _step__MAX","Group: Ours_Complicate_gauss - stage1/mcc_spearman","Group: Ours_Complicate_gauss - stage1/mcc_spearman__MIN","Group: Ours_Complicate_gauss - stage1/mcc_spearman__MAX","Group: Ours_Complicate_gauss - _step","Group: Ours_Complicate_gauss - _step__MIN","Group: Ours_Complicate_gauss - _step__MAX"
"1","0.2938445838606607","0.23890243222990387","0.3353549186309689","2","2","2","0.39120338851122793","0.34972607350886004","0.42513330112250874","4","4","4","0.37214704641029017","0.3478661904798234","0.40137250215347564","4","4","4"
"251","0.3004835556560583","0.1912738740338124","0.3828478957022853","253","253","253","0.4843696418797797","0.45606678105052056","0.521246400675287","505","505","505","0.45928337289225063","0.404366658333454","0.49965033092697536","505","505","505"
"501","0.4204635338085249","0.324868599710224","0.49490235575063696","504","504","504","0.49293314641584757","0.459872909415434","0.5273214550250096","1006","1006","1006","0.46112922086728847","0.400117403475681","0.49929910811176137","1006","1006","1006"
"751","0.46128203027896175","0.3844367030346213","0.5381568684789342","755","755","755","0.49509748187624963","0.46228693121650083","0.5291592775568874","1507","1507","1507","0.46512249756659","0.4090656259427526","0.5049207335184679","1507","1507","1507"
"1001","0.48339233088175637","0.446288216681819","0.5553856835051715","1006","1006","1006","0.49850425862979186","0.46641195459310314","0.5292823837485936","2008","2008","2008","0.4675104749311112","0.41327865710908657","0.506634043061876","2008","2008","2008"
"1251","0.49237423680481707","0.463726574533434","0.5472195840564752","1257","1257","1257","0.498377183579395","0.46447895389574834","0.5271479840579149","2509","2509","2509","0.4676032145119927","0.414355759890356","0.5105130571307112","2509","2509","2509"
"1501","0.49588791518917813","0.45422763670067334","0.5666820548932155","1508","1508","1508","0.4971994019774451","0.4622806233811881","0.5288775796246058","3010","3010","3010","0.4698572985507662","0.42367977248417155","0.5105164857713371","3010","3010","3010"
"1751","0.4948702143687204","0.45092923906196003","0.5647044599822073","1759","1759","1759","0.4986167135575106","0.4669964827317766","0.5279965851845078","3511","3511","3511","0.4705212469983898","0.4236960013046125","0.512603966832738","3511","3511","3511"
"2001","0.5048521495257896","0.4565369421923716","0.556774136498528","2010","2010","2010","0.4996335609023544","0.4699594764822632","0.5256262211523127","4012","4012","4012","0.47367949083239286","0.4309592887944584","0.5110813636924305","4012","4012","4012"
"2251","0.4989134609500162","0.455703166555511","0.5599338064727821","2261","2261","2261","0.49913855696111115","0.46394284836397137","0.5261034573892914","4513","4513","4513","0.4748236084281022","0.43136013996614153","0.5170179534822643","4513","4513","4513"
"2501","0.49826069979931853","0.45307429347308564","0.5599871211855569","2512","2512","2512","0.5010037599405132","0.4695586177405485","0.5331976994776018","5014","5014","5014","0.4752554636043439","0.43397249159629475","0.5110037840291172","5014","5014","5014"
"2751","0.495232173606085","0.45238941361205337","0.5577060602398648","2763","2763","2763","0.5003194716332003","0.466866270569213","0.5312081023615509","5515","5515","5515","0.47655294570405654","0.4346710223504481","0.5110197037391273","5515","5515","5515"
"3001","0.501380531591092","0.45400733479393846","0.5610396399018329","3014","3014","3014","0.49851950616671203","0.4608186076085892","0.5226621465036029","6016","6016","6016","0.47400707013580545","0.43646345947378673","0.5075678318308249","6016","6016","6016"
"3251","0.4971922023113041","0.4454695792063271","0.5561122214043906","3265","3265","3265","0.49727569159623675","0.45927905761852095","0.5330983164979148","6517","6517","6517","0.4767199683586778","0.4408304879138112","0.5128889202225919","6517","6517","6517"
"3501","0.5000474264675101","0.452392403434687","0.5678731494180859","3516","3516","3516","0.4985825556265434","0.45882043908721093","0.5264044982588666","7018","7018","7018","0.47916219766726353","0.43869790819683335","0.5191896909257976","7018","7018","7018"
"3751","0.5000358123526072","0.45179731806869705","0.5660418247084971","3767","3767","3767","0.49843273687829426","0.4624850763298398","0.5239468186514695","7519","7519","7519","0.47919556515783024","0.44053545776736813","0.5140997057995954","7519","7519","7519"
"4001","0.4988660051764426","0.45043982730717397","0.564482629694963","4018","4018","4018","0.49817185157858235","0.4664090359440509","0.5279017889028955","8020","8020","8020","0.47896424411269367","0.44410986381193984","0.5139190052736715","8020","8020","8020"
"4251","0.5001855405564395","0.4511963879916029","0.5606410810899115","4269","4269","4269","0.497809467590099","0.46076859646276286","0.5276552094116665","8521","8521","8521","0.47894147913490814","0.4439217495557859","0.5133909708547333","8521","8521","8521"
"4501","0.49949962848969276","0.4511811506211851","0.5653283991942026","4520","4520","4520","0.4978138403175564","0.4574324314953776","0.5255941808134168","9022","9022","9022","0.47986063250052047","0.4401327985610125","0.5167555058203742","9022","9022","9022"
"4751","0.5002812590129967","0.4494160892072624","0.5660262167946728","4771","4771","4771","0.49630200801221536","0.4604340817993859","0.526215954486889","9523","9523","9523","0.4808278593325757","0.4445087911797795","0.5175418112625688","9523","9523","9523"
"5001","0.4989971996509276","0.4550636989996052","0.5665159142321938","5022","5022","5022","0.4968913708259091","0.4580382643296345","0.5282699843436524","10024","10024","10024","0.48138335709278773","0.44809165195895506","0.5155473783402672","10024","10024","10024"
"5251","0.4985491316066321","0.4545874785275544","0.5623713524340495","5273","5273","5273","0.497937678107338","0.4623280234871673","0.5277150057713418","10525","10525","10525","0.4830121805038326","0.4478953177933246","0.5182902377661637","10525","10525","10525"
"5501","0.4938804513073303","0.4548227212314055","0.5613723760307704","5524","5524","5524","0.4952725636884593","0.46670752776928326","0.521223884471133","11026","11026","11026","0.4828232920435077","0.4503250238848685","0.5221854938844659","11026","11026","11026"
"5751","0.49783489758279414","0.46358695088743734","0.5642117629655856","5775","5775","5775","0.49518656169309566","0.4608480036967286","0.5247532588812744","11527","11527","11527","0.4843667736563111","0.4529393573104608","0.5183614528589164","11527","11527","11527"
"6001","0.49792671227153906","0.45375242438789487","0.5613218347771326","6026","6026","6026","0.4957054162696955","0.4561733424712326","0.5208899650876105","12028","12028","12028","0.4833335350818442","0.45175460059348965","0.5181826035604389","12028","12028","12028"
"6251","0.4972129922351175","0.4485115068351825","0.5659877129106337","6277","6277","6277","0.49556461255057516","0.46136999316933586","0.5239713193016129","12529","12529","12529","0.4819040326806892","0.4407327602736938","0.5149866904432596","12529","12529","12529"
"6501","0.49838935441020854","0.4530049327788833","0.5654788712060169","6528","6528","6528","0.4955772912035264","0.46259495859887495","0.5255946357821022","13030","13030","13030","0.48337267292706887","0.4519683999535486","0.5152791280779208","13030","13030","13030"
"6751","0.49700812067921263","0.461326550021385","0.5531597983366578","6779","6779","6779","0.4951531025164352","0.45690110427528274","0.5257523669885751","13531","13531","13531","0.4847141389750999","0.45021334318957634","0.518214734558059","13531","13531","13531"
"7001","0.4977561049198832","0.4622870658227044","0.5547885813774825","7030","7030","7030","0.49395320688348665","0.45181449545432234","0.5231152933544572","14032","14032","14032","0.48452506612850393","0.45263243907863543","0.5183542236200099","14032","14032","14032"
"7251","0.4966644641919153","0.4585662984220287","0.5579147377786884","7281","7281","7281","0.49303672117617436","0.4556001623467824","0.5257236566237606","14533","14533","14533","0.48247868623603835","0.4499174167624438","0.5180895010407073","14533","14533","14533"
"7501","0.49667106603356687","0.4591031510526828","0.5579752229947089","7532","7532","7532","0.4938605454961901","0.4547096979434304","0.5190908233635975","15034","15034","15034","0.4837471387185242","0.4435268323074353","0.5156982612098154","15034","15034","15034"
"7751","0.49624661215954696","0.4637302051468318","0.5608021603152749","7783","7783","7783","0.49315598177916414","0.4605377729298682","0.5165241880925595","15535","15535","15535","0.4851422853585416","0.44878457414433204","0.5203557429756336","15535","15535","15535"
"8001","0.49369751582396076","0.4555621835053044","0.5604856439724355","8034","8034","8034","0.49304183346051345","0.45594045007251427","0.5212664305886664","16036","16036","16036","0.48360774141755486","0.45200165824903016","0.5152892351684013","16036","16036","16036"
"8251","0.49263486129687156","0.4592687171131926","0.5592742965372339","8285","8285","8285","0.4918886175886888","0.455047208102474","0.5166689359280733","16537","16537","16537","0.48501669137866743","0.44689739714071386","0.5221423746137321","16537","16537","16537"
"8501","0.49440432912783105","0.46502113540198364","0.5630007789459895","8536","8536","8536","0.4906677838689819","0.45193865486145135","0.5200270344146297","17038","17038","17038","0.4856058539463281","0.4504779688162275","0.5206665923257568","17038","17038","17038"
"8751","0.4926353939852122","0.46274831902411756","0.5609914075975669","8787","8787","8787","0.49246519242970666","0.45361232712470184","0.5203280120696927","17539","17539","17539","0.4854860809661378","0.4551083568224638","0.5199268831113523","17539","17539","17539"
"9001","0.4935652538985792","0.4565808694823977","0.5614811357577202","9038","9038","9038","0.4912373947691485","0.44982939483898665","0.5152214237580426","18040","18040","18040","0.4842444236069027","0.44964880347241465","0.5189433907571391","18040","18040","18040"
"9251","0.4928823941891444","0.45659954472992953","0.562367427570465","9289","9289","9289","0.491139056999535","0.4512143717142668","0.5146126105517782","18541","18541","18541","0.48496627042263196","0.45089435750043194","0.5222268357555689","18541","18541","18541"
"9501","0.4926138703400409","0.46210851917266227","0.5609400829142753","9540","9540","9540","0.4908399062433341","0.44993134500840054","0.5202992335176946","19042","19042","19042","0.4867155343428139","0.45060910038425633","0.5208963523124617","19042","19042","19042"
"9751","0.4924639983824829","0.4601278765748484","0.564987708669749","9791","9791","9791","0.49047753423718043","0.44879561185467187","0.5144732696015766","19543","19543","19543","0.485482351218861","0.4550894671022451","0.5219419507185696","19543","19543","19543"