"stage1/step","Group: VaDE_Complicate_gumbel - stage1/mcc_pearson","Group: VaDE_Complicate_gumbel - stage1/mcc_pearson__MIN","Group: VaDE_Complicate_gumbel - stage1/mcc_pearson__MAX","Group: VaDE_Complicate_gumbel - _step","Group: VaDE_Complicate_gumbel - _step__MIN","Group: VaDE_Complicate_gumbel - _step__MAX","Group: Danru_Complicate_gumbel - stage1/mcc_pearson","Group: Danru_Complicate_gumbel - stage1/mcc_pearson__MIN","Group: Danru_Complicate_gumbel - stage1/mcc_pearson__MAX","Group: Danru_Complicate_gumbel - _step","Group: Danru_Complicate_gumbel - _step__MIN","Group: Danru_Complicate_gumbel - _step__MAX","Group: Ours_Complicate_gumbel - stage1/mcc_pearson","Group: Ours_Complicate_gumbel - stage1/mcc_pearson__MIN","Group: Ours_Complicate_gumbel - stage1/mcc_pearson__MAX","Group: Ours_Complicate_gumbel - _step","Group: Ours_Complicate_gumbel - _step__MIN","Group: Ours_Complicate_gumbel - _step__MAX"
"1","0.37944973240134405","0.3178570158620825","0.4467606610665612","2","2","2","0.4407100677156991","0.3923117439471687","0.49234542811741455","4","4","4","0.4226035042040692","0.3757906954156957","0.5025846771490727","4","4","4"
"251","0.35397880722016756","0.3132897863239039","0.5312617117840523","253","253","253","0.5688972721011023","0.5021986475709684","0.6787755756182532","505","505","505","0.5263392352439955","0.48947187477591514","0.5735098138924113","505","505","505"
"501","0.4746943013980099","0.3979303201379069","0.5463109336818632","504","504","504","0.569022348269564","0.49348576033089175","0.6833599798169951","1006","1006","1006","0.5363440712077554","0.5123763821872804","0.5817159764571931","1006","1006","1006"
"751","0.5080706933240375","0.4329788446015444","0.5817470059576373","755","755","755","0.5708277730644377","0.4911362930154861","0.6855946218897427","1507","1507","1507","0.5400148106933347","0.5089490852444334","0.5906197971653826","1507","1507","1507"
"1001","0.5285386048808625","0.4483149792240383","0.5866231095947","1006","1006","1006","0.5677823334112699","0.48571712559710817","0.6748394477265471","2008","2008","2008","0.541711934423641","0.5185264659905913","0.5887425938287443","2008","2008","2008"
"1251","0.5392369654482434","0.4753246017858855","0.6032715396426911","1257","1257","1257","0.5679692754450691","0.49009942158982006","0.673206896340129","2509","2509","2509","0.5437879381388256","0.5252966299018144","0.590465592226402","2509","2509","2509"
"1501","0.5473124948079506","0.4766860890537058","0.6025587336820996","1508","1508","1508","0.5663021168993032","0.49113805229180096","0.6678108462183735","3010","3010","3010","0.5465571880281186","0.5259759515034143","0.5935008045922938","3010","3010","3010"
"1751","0.5496637305079322","0.4881911367886455","0.6047728512602013","1759","1759","1759","0.5668210120207806","0.49598417816221907","0.6730994613450236","3511","3511","3511","0.545230323193225","0.5247194093566613","0.5926924789762741","3511","3511","3511"
"2001","0.5563941979284055","0.49038727378403557","0.6119917183210524","2010","2010","2010","0.5643602353676453","0.4938282807698028","0.6703639063516622","4012","4012","4012","0.5492088612251178","0.5305675830226254","0.5943527322191906","4012","4012","4012"
"2251","0.5589849774995861","0.49096380154361496","0.6199497305625276","2261","2261","2261","0.5648634297163907","0.4906657462383852","0.6648268034613843","4513","4513","4513","0.5503549981046051","0.5313142091294816","0.601789462818084","4513","4513","4513"
"2501","0.5558255589193565","0.49636452469138315","0.6064258317334803","2512","2512","2512","0.563487649053054","0.4899606648826117","0.6666004519001403","5014","5014","5014","0.5497915227665675","0.5319190999251503","0.5980950834327727","5014","5014","5014"
"2751","0.5574213715588113","0.49596178246072437","0.6199807844727699","2763","2763","2763","0.5606432900573609","0.4938631418113076","0.6612329067699443","5515","5515","5515","0.5507624198292488","0.5354007576687366","0.5975977774093859","5515","5515","5515"
"3001","0.562891271671407","0.5000748992650311","0.6172776944616067","3014","3014","3014","0.5637909840814734","0.4953282967613175","0.660738709758613","6016","6016","6016","0.5526017576182677","0.534422273962013","0.6000940955073956","6016","6016","6016"
"3251","0.5619606509418626","0.4808986115306113","0.6210364728594036","3265","3265","3265","0.5616192855503684","0.4949333450500951","0.6596613272854878","6517","6517","6517","0.5538662586092106","0.5347575058148568","0.6008681666951471","6517","6517","6517"
"3501","0.5657618087361589","0.501477420575094","0.6238712052261575","3516","3516","3516","0.5602969005259462","0.5003734597217057","0.6572896645648963","7018","7018","7018","0.5569891337510755","0.5409880449644822","0.6049038659815108","7018","7018","7018"
"3751","0.5625624462029453","0.5006278233728417","0.6217133426071841","3767","3767","3767","0.5592160143486884","0.49288129186268054","0.6604533417946622","7519","7519","7519","0.5564945449279751","0.5429369779849471","0.6015863591355471","7519","7519","7519"
"4001","0.5656095332067049","0.4986214072407842","0.6230106786678113","4018","4018","4018","0.559893839942532","0.4950993059516457","0.6549153526348778","8020","8020","8020","0.5564817885950438","0.5393170108198496","0.6041852736059989","8020","8020","8020"
"4251","0.5662682401337726","0.5089448553986957","0.6231737189908071","4269","4269","4269","0.5594519794451394","0.5001433743059667","0.6558905470306906","8521","8521","8521","0.5574606431846639","0.5373774954916993","0.6063609684861104","8521","8521","8521"
"4501","0.5660982245080901","0.5055524163869854","0.6321459183876759","4520","4520","4520","0.5578992512768136","0.4945654876728141","0.6525057024020009","9022","9022","9022","0.5584832503832035","0.5409657230844402","0.6060773055522658","9022","9022","9022"
"4751","0.5655530041600731","0.5105425553760439","0.6258716517725837","4771","4771","4771","0.5575789377446007","0.4981764080402241","0.6523933592870053","9523","9523","9523","0.5608865797078386","0.5439816672667429","0.6141319418251774","9523","9523","9523"
"5001","0.5659916478194245","0.5057687079744769","0.6248675551945049","5022","5022","5022","0.5558416094918882","0.4951301343096118","0.6501279956524909","10024","10024","10024","0.5621449296150252","0.5443074753144244","0.6076446391386442","10024","10024","10024"
"5251","0.5663915280665274","0.499402322988728","0.6325305056283023","5273","5273","5273","0.5577801030579657","0.4958181150149682","0.6521258093921951","10525","10525","10525","0.5593165361777304","0.5404645020938785","0.6055568695208102","10525","10525","10525"
"5501","0.5666628578463248","0.5096966086228585","0.6222001294254881","5524","5524","5524","0.5537241995495521","0.49415578692440015","0.649478168187214","11026","11026","11026","0.5593445812800074","0.541368515624271","0.6028536471437536","11026","11026","11026"
"5751","0.5673978194715178","0.5054390468834048","0.6390966013847093","5775","5775","5775","0.5546332913376882","0.4982304183143074","0.6490606686787064","11527","11527","11527","0.5594612616699262","0.5395623974428001","0.605121518722209","11527","11527","11527"
"6001","0.5675206426075704","0.5102788779123638","0.6390076014915863","6026","6026","6026","0.5520421224999594","0.490874092248567","0.6478728453248563","12028","12028","12028","0.5593055187748229","0.5390310175363784","0.6061141883442712","12028","12028","12028"
"6251","0.56425612057513","0.5007251954597867","0.6352720907378749","6277","6277","6277","0.5526915567528359","0.4934476886259568","0.645864099237083","12529","12529","12529","0.5601088528391225","0.5439563730647681","0.6066353643993156","12529","12529","12529"
"6501","0.5625191259516172","0.510633548708707","0.6330079531376377","6528","6528","6528","0.5529205287924516","0.49394670705073873","0.64785342497634","13030","13030","13030","0.5618100380758959","0.5425644855031222","0.6099522921524975","13030","13030","13030"
"6751","0.5671291155882476","0.5159721194234461","0.6409686130560311","6779","6779","6779","0.5527560001696804","0.49236876978359384","0.6472730760215271","13531","13531","13531","0.5605982531027354","0.5405990901724479","0.6102584747441162","13531","13531","13531"
"7001","0.5650472010257921","0.5196552705106656","0.6399659933036739","7030","7030","7030","0.5509423391320104","0.4916246469561174","0.6467243267278927","14032","14032","14032","0.5614439797155703","0.5392519438181672","0.6083558543615613","14032","14032","14032"
"7251","0.5721104945814052","0.5256093713465592","0.6397315859475657","7281","7281","7281","0.5507573672061967","0.491181492945233","0.6440185770769074","14533","14533","14533","0.5604531181212431","0.5415243454188239","0.606115789646492","14533","14533","14533"
"7501","0.5695891875914167","0.5236235543911969","0.630992687695818","7532","7532","7532","0.5498354610789258","0.49385463858792605","0.6386154238235328","15034","15034","15034","0.5615301191147709","0.5390224221093841","0.6089371452091488","15034","15034","15034"
"7751","0.5700537672386669","0.5217827524170349","0.6323693679540375","7783","7783","7783","0.5496527867260859","0.48672710890313164","0.6440014155907504","15535","15535","15535","0.5633882372183703","0.5403380073135258","0.6068995922623108","15535","15535","15535"
"8001","0.5718894722595101","0.5232138532259681","0.6375758466047634","8034","8034","8034","0.5488079595076355","0.4877097567431476","0.6403691337519343","16036","16036","16036","0.5629911464419036","0.5453150326089645","0.6140919293061237","16036","16036","16036"
"8251","0.571027558188687","0.528660587234725","0.6378171432124451","8285","8285","8285","0.5486922851833571","0.49615913840172327","0.6392779686561425","16537","16537","16537","0.562804774735293","0.5461264294825943","0.6060823484179416","16537","16537","16537"
"8501","0.5707440860220336","0.5188842706533264","0.6379773365795952","8536","8536","8536","0.5503001667399261","0.49095266296225243","0.6425348543786701","17038","17038","17038","0.562429333355541","0.5415200452245411","0.6088061017061972","17038","17038","17038"
"8751","0.5717321615791768","0.5247556648628445","0.6320857562064368","8787","8787","8787","0.5470832347445351","0.49011503285127345","0.637441316258396","17539","17539","17539","0.5646383831339283","0.5466531504987612","0.6098088355423197","17539","17539","17539"
"9001","0.5718445559544424","0.5255417145130269","0.6379776590744571","9038","9038","9038","0.5465507218448408","0.4874217057084119","0.6334000808081838","18040","18040","18040","0.5625048109751585","0.5403410579009087","0.6096683301176361","18040","18040","18040"
"9251","0.5715324183777677","0.5274829836248112","0.6347887450993478","9289","9289","9289","0.546934442252176","0.4870122650450009","0.63369510233734","18541","18541","18541","0.5630342147290788","0.5393615362194486","0.6112316132144194","18541","18541","18541"
"9501","0.5708299409983626","0.5221734963384257","0.635729132209584","9540","9540","9540","0.5464517165035166","0.49458464491216575","0.6364941988686699","19042","19042","19042","0.5642974872772009","0.5457514653427211","0.6140444221269388","19042","19042","19042"
"9751","0.5733384725015584","0.5284610814244722","0.6336970885868238","9791","9791","9791","0.5462791603731268","0.48938934723316024","0.6343256053805579","19543","19543","19543","0.5640214885406418","0.5406832321864765","0.6126940114385969","19543","19543","19543"